,Name,Adress,String,Kontakt,Bundesland,ICU low care,ICU high care,ECMO,Stand,Location
332,DRK-Krankenhaus Biedenkopf,"Hainstrasse 71-75, 35216 Biedenkopf",DRK-Krankenhaus Biedenkopf Innere Medizin 1 Hainstrasse 71-75 35216 Biedenkopf,Intensivstation,HE,Ausgelastet,Begrenzt,Nicht verfügbar,18.03.2020 18:33,"(50.9170877, 8.5145858)"
333,Asklepios Harzkliniken Goslar,"Kösliner Str. 12, 38642 Goslar",Asklepios Harzkliniken Goslar ANästhesie und INtensivmedizni Kösliner Str. 12 38642 Goslar,Interdisziplinäre Intensivstation 33,NI,Verfügbar,Ausgelastet,Ausgelastet,18.03.2020 18:18,"(51.9275089, 10.442531047602472)"
334,Agaplesion Diakonieklinikum Rotenburg,"Elise Averdieck Straße 17, 27356 Rotenburg",Agaplesion Diakonieklinikum Rotenburg Pädiatrie Elise Averdieck Straße 17 27356 Rotenburg,17 Website,NI,Verfügbar,Begrenzt,Nicht verfügbar,18.03.2020 18:17,"(53.105219950000006, 9.412895981134582)"
335,Krankenhaus St.Joseph-Stift Bremen,"Schwachhauser Heerstr. 54, 28209 Bremen",Krankenhaus St.Joseph-Stift Bremen Klinik für Anästhesiologie und Intensivmedizin Schwachhauser Heerstr. 54 28209 Bremen,Interdisziplinäre Intensivmedizin Website,HB,Verfügbar,Verfügbar,Nicht verfügbar,21.03.2020 09:48,"(53.0832424, 8.835040903092741)"
336,"Klinik für Anästhesiologie m. S. operative Intensivmedizin, Charité Campus Benjamin Franklin","Hindenburgdamm 30, 10245 Berlin","Klinik für Anästhesiologie m. S. operative Intensivmedizin, Charité Campus Benjamin Franklin Anaesthesiologie Hindenburgdamm 30 10245 Berlin",44i Website,BE,Verfügbar,Verfügbar,Verfügbar,20.03.2020 11:09,"(52.44222635, 13.321197832134576)"
337,Hessenklinik Stadtkrankenhaus Korbach gGmbH,"Enserstrasse 19, 34497 Korbach",Hessenklinik Stadtkrankenhaus Korbach gGmbH Intensivmedizin Enserstrasse 19 34497 Korbach,14 Website,HE,Verfügbar,Verfügbar,Nicht verfügbar,18.03.2020 17:27,"(51.2661779, 8.8684998)"
338,Marienhospital Stuttgart; Vinzenz von Paul Kliniken GmbH,"Böheimstraße 37, 70199 Stuttgart",Marienhospital Stuttgart; Vinzenz von Paul Kliniken GmbH Innere Medizin I Böheimstraße 37 70199 Stuttgart,Internistische Intensivstation M2ib Website,BW,Begrenzt,Verfügbar,Nicht verfügbar,19.03.2020 14:00,"(48.76174175, 9.163856727949696)"
339,Albertinen-Krankenhaus,"Süntelstraße 11a, 22457 Hamburg",Albertinen-Krankenhaus interdisziplinär Süntelstraße 11a 22457 Hamburg,C2 Website,HH,Verfügbar,Verfügbar,Verfügbar,21.03.2020 16:54,"(53.6311975, 9.9052693)"
340,HGH Bensheim,"Rodensteinstrasse 94, 64625 Bensheim",HGH Bensheim Anästhesie und Intensivmedizin Rodensteinstrasse 94 64625 Bensheim,Intensivstation,HE,Verfügbar,Verfügbar,Nicht verfügbar,20.03.2020 07:19,"(49.67857065, 8.619642138804924)"
341,St. Josefs- Hospital Rheingau,"Eibinger Straße 9, 65385 Rüdesheim",St. Josefs- Hospital Rheingau Innere Medizin/ Anästhesiologie Eibinger Straße 9 65385 Rüdesheim,Intensivstation Website,HE,Verfügbar,Verfügbar,Nicht verfügbar,21.03.2020 18:20,"(49.98318965, 7.926110605213047)"
342,Asklepiosklinik Burglengenfeld,"Dr. Sauerbruchstrasse 1, 93133 Burglengenfeld",Asklepiosklinik Burglengenfeld Dr. Sauerbruchstrasse 1 93133 Burglengenfeld,Website,BY,Verfügbar,Verfügbar,Begrenzt,20.03.2020 21:03,"(None, None)"
343,Sana Kliniken Lübeck,"Kronsforder Allee 71-73, 23560 Lübeck",Sana Kliniken Lübeck Klinik für Anästhesie und Intensivmedizin Kronsforder Allee 71-73 23560 Lübeck,Intensivstation Website,SH,Ausgelastet,Verfügbar,Nicht verfügbar,21.03.2020 18:33,"(53.8489867, 10.6871357)"
344,St-Johannes-Hospital Dortmund,"Johannesstrasse 9-17, 44139 Dortmund",St-Johannes-Hospital Dortmund Innere Medizin 1/Anästhesie Johannesstrasse 9-17 44139 Dortmund,Medizinische Intensivstation/IPE/OIS/G1 Website,NRW,Begrenzt,Begrenzt,Verfügbar,21.03.2020 09:24,"(51.5107362, 7.4573908)"
345,Elbeklinikum Stade,"Bremervörder Str. 111, 21682 Stade",Elbeklinikum Stade KARDIOLOGIE & ANÄSTHESIE Bremervörder Str. 111 21682 Stade,INTENSIVSTATION,NI,Verfügbar,Verfügbar,Ausgelastet,19.03.2020 09:17,"(53.5957806, 9.442551841952817)"
346,Klinikum Stuttgart,"Kriegsbergstrasse 60, 70174 Stuttgart",Klinikum Stuttgart Intensivmedizin Kriegsbergstrasse 60 70174 Stuttgart,Website,BW,Begrenzt,Verfügbar,Begrenzt,21.03.2020 18:24,"(48.78374145, 9.173320038308972)"
347,Johanniter GmbH - Ev. Krankenhaus Bethesda Mönchengladbach,"Ludwig-Weber-Str. 15, 41061 Mönchengladbach",Johanniter GmbH - Ev. Krankenhaus Bethesda Mönchengladbach Ludwig-Weber-Str. 15 41061 Mönchengladbach,Website,NRW,Verfügbar,Verfügbar,Ausgelastet,20.03.2020 10:05,"(51.199090999999996, 6.425293795123328)"
348,Universitätsklinikum Freiburg,"Hugstetter Straße 55, 79106 Freiburg",Universitätsklinikum Freiburg Gesamtklinikum (Innere & Operative Intensivmedizin) Hugstetter Straße 55 79106 Freiburg,Website,BW,Verfügbar,Verfügbar,Verfügbar,20.03.2020 14:22,"(48.0066521, 7.8381056)"
349,Fachkrankenhaus Coswig GmbH,"Neucoswiger Str. 21, 1640 Coswig",Fachkrankenhaus Coswig GmbH Anästhesiologie und Intensivtherapie Neucoswiger Str. 21 1640 Coswig,D-1 Website,SN,Verfügbar,Verfügbar,Verfügbar,20.03.2020 07:26,"(51.1292496, 13.5928774)"
350,Klinikum Oldenburg AöR,"Rahel-Straus-Strasse 10, 26133 Oldenburg","Klinikum Oldenburg AöR Anästhesiologie, Intensivmedizin, Notfallmedizin, Schmerztherapie Rahel-Straus-Strasse 10 26133 Oldenburg",Operative Intensivmedizin Website,NI,Verfügbar,Verfügbar,Verfügbar,21.03.2020 12:26,"(53.112952699999994, 8.220607311969239)"
351,"Universitätsklinikum Gießen und Marburg, Standort Gießen","Rudolf-Buchheim-Straße 8, 35392 Gießen","Universitätsklinikum Gießen und Marburg, Standort Gießen Rudolf-Buchheim-Straße 8 35392 Gießen",Website,HE,Verfügbar,Verfügbar,Verfügbar,20.03.2020 20:47,"(50.5772124, 8.6657265)"
352,Wertachklinik Bobingen,"Wertachstr. 55, 86399 Bobingen",Wertachklinik Bobingen Innere Medizin Wertachstr. 55 86399 Bobingen,Intensiv Website,BY,Verfügbar,Verfügbar,Nicht verfügbar,20.03.2020 17:02,"(48.2812838, 10.822639208470896)"
353,Malteser Krankenhaus Kamenz,"Nebelschützer Strasse 40, 1917 Kamenz",Malteser Krankenhaus Kamenz Anästhesie Nebelschützer Strasse 40 1917 Kamenz,Intensivstation,SN,Verfügbar,Verfügbar,Nicht verfügbar,19.03.2020 12:51,"(51.2640966, 14.123895224078833)"
354,Universitätsklinikum Halle (Saale),"Ernst-Grube-Straße 40, 6120 Halle (Saale)",Universitätsklinikum Halle (Saale) Innere Medizin Ernst-Grube-Straße 40 6120 Halle (Saale),I1 Innere Medizin Intensiv Website,ST,Verfügbar,Verfügbar,Verfügbar,19.03.2020 10:45,"(51.50197945, 11.936651600363621)"
355,Klinik Neuendettelsau,"Heilsbronner Straße 44, 91564 Neuendettelsau",Klinik Neuendettelsau Anästhesie Heilsbronner Straße 44 91564 Neuendettelsau,Intensivstation Website,BY,Verfügbar,Verfügbar,Nicht verfügbar,18.03.2020 15:08,"(49.293373900000006, 10.79307193440038)"
356,Marienhospital Stuttgart,"Böheimstraße 37, 70199 Stuttgart","Marienhospital Stuttgart Klinik für Anästhesiologie, operative Intensivmedizin und Schmerzmedizin Böheimstraße 37 70199 Stuttgart",Operative Intensivstation M2ia Website,BW,Verfügbar,Verfügbar,Nicht verfügbar,21.03.2020 09:34,"(48.76174175, 9.163856727949696)"
357,Helios Klinikum Berlin-Buch,"Schwanebecker Chaussee 50, 13125 Berlin",Helios Klinikum Berlin-Buch Intensivmedizin Schwanebecker Chaussee 50 13125 Berlin,C1-11 Website,BE,Verfügbar,Verfügbar,Verfügbar,21.03.2020 10:53,"(52.6306504, 13.5112582)"
358,Krankenhaus Mecklenburg Strelitz,"Penzliner Str 56, 17235 Neustrelitz",Krankenhaus Mecklenburg Strelitz Anästhesie/Intensivtherapie Penzliner Str 56 17235 Neustrelitz,ITS Website,MV,Verfügbar,Verfügbar,Ausgelastet,19.03.2020 13:40,"(53.38068275, 13.052362948591073)"
359,Klinikum Idar-Oberstein,"Dr.-Ottmar-Kohler-Str. 2, 55743 Idar-Oberstein",Klinikum Idar-Oberstein Innere Medizin I und II / AINS Dr.-Ottmar-Kohler-Str. 2 55743 Idar-Oberstein,St. 22 und St. 16 Website,RP,Verfügbar,Verfügbar,Nicht verfügbar,21.03.2020 08:57,"(49.71618935, 7.321262360811199)"
360,Neonatologie Klinikum Altenburger Land,"Am Waldessaum 10, 4600 Altenburg",Neonatologie Klinikum Altenburger Land Neonatologie Am Waldessaum 10 4600 Altenburg,01 Website,TH,Verfügbar,Begrenzt,Nicht verfügbar,20.03.2020 12:03,"(50.972397400000006, 12.441019322833714)"
361,Asklepios Lungenfachklinik München-Gauting,"Robert-Koch-Allee 2, 82131 Gauting","Asklepios Lungenfachklinik München-Gauting Klinik für Intensiv-, Schlaf- und Beatmungsmedizin Robert-Koch-Allee 2 82131 Gauting",Intensivstation Website,BY,Verfügbar,Verfügbar,Nicht verfügbar,20.03.2020 15:00,"(48.066265400000006, 11.352532944480847)"
362,Vivantes Klinikum Neukölln,"Rudower Str. 48, 12351 Berlin","Vivantes Klinikum Neukölln Klinik für Anästhesie, operative Intensivmedizin und Schmerztherapie Rudower Str. 48 12351 Berlin",ITS 1 Website,BE,Verfügbar,Verfügbar,Ausgelastet,18.03.2020 14:36,"(52.43739825, 13.459393787861796)"
363,Ev. Krankenhaus Oberhausen,"Virchowstr. 20, 46047 Oberhausen",Ev. Krankenhaus Oberhausen Klinik für Anästhesie und Intensivmedizin Virchowstr. 20 46047 Oberhausen,Intensiv A + B Website,NRW,Verfügbar,Verfügbar,Nicht verfügbar,21.03.2020 08:56,"(51.4746762, 6.8664028)"
364,Klinikum Bayreuth GmbH,"Preuschwitzer Str. 101, 95445 Bayreuth",Klinikum Bayreuth GmbH Klinik für Anästhesiologie und operative Intensivmedizin Preuschwitzer Str. 101 95445 Bayreuth,Operative Intensivstation 18 Website,BY,Verfügbar,Verfügbar,Verfügbar,20.03.2020 20:45,"(49.9436118, 11.532365905174238)"
365,Klinikum Oberlausitzer Bergland gGmbH,"Görlitzer Str. 8, 2763 Zittau",Klinikum Oberlausitzer Bergland gGmbH Klinik für Anästhesiologie und Intensivmedizin Görlitzer Str. 8 2763 Zittau,ITS Website,SN,Verfügbar,Verfügbar,Ausgelastet,21.03.2020 06:51,"(50.89937945, 14.821209338409371)"
366,Asklepios Klinik Langen,"Röntgenstrasse 20, 63225 Langen",Asklepios Klinik Langen Anästhesiologie und perioperative Medizin Röntgenstrasse 20 63225 Langen,Interdisziplinäre Intensivmedizin Website,HE,Verfügbar,Verfügbar,Verfügbar,21.03.2020 07:46,"(49.9984772, 8.6838702)"
367,Sana Krankenhaus Radevormwald,"Siepenstr. 33, 42477 Radevormwald",Sana Krankenhaus Radevormwald Innere Medizin Siepenstr. 33 42477 Radevormwald,ITS Website,NRW,Ausgelastet,Ausgelastet,Ausgelastet,19.03.2020 13:43,"(51.1985461, 7.350746482627119)"
368,Hegau-Bodensee-Klinikum (HBK) - Standort Singen,"Virchowstr. 10, 78224 Singen",Hegau-Bodensee-Klinikum (HBK) - Standort Singen AINS/MED Virchowstr. 10 78224 Singen,Intensivstationen Website,BW,Verfügbar,Verfügbar,Nicht verfügbar,21.03.2020 12:28,"(47.7594783, 8.821824795007139)"
369,"Klinikum Dortmund gGmbH, KLZ Nord, Station ND1","Münsterstraße 240, 44145 Dortmund","Klinikum Dortmund gGmbH, KLZ Nord, Station ND1 Klinik für Pneumologie, Infektiologie und Intensivmedizin Münsterstraße 240 44145 Dortmund",ND1 Website,NRW,Ausgelastet,Ausgelastet,Ausgelastet,18.03.2020 13:35,"(51.5340333, 7.4541199)"
370,Ruppiner Kliniken,"Fehrbelliner Straße 38, 16816 Neuruppin",Ruppiner Kliniken Anästhesie/Intensivmedizin und Med. Klin. A Fehrbelliner Straße 38 16816 Neuruppin,X2,BB,Begrenzt,Begrenzt,Nicht verfügbar,19.03.2020 17:27,"(52.90616135, 12.797162434117988)"
371,Kliniken HochFranken,"Hofer Straße 40, 95213 Münchberg",Kliniken HochFranken Zentrale Anästhesie und Intensivmedizin Hofer Straße 40 95213 Münchberg,Münchberg Station 1A Naila Station O2 Website,BY,Begrenzt,Verfügbar,Nicht verfügbar,21.03.2020 07:58,"(50.1952411, 11.7936097)"
372,Klinikum Dortmund gGmbH,"Beurhausstr. 40, 44137 Dortmund",Klinikum Dortmund gGmbH alle außer HCH Beurhausstr. 40 44137 Dortmund,Intensivstation Erwachsene Website,NRW,Verfügbar,Verfügbar,Verfügbar,21.03.2020 09:20,"(51.5079809, 7.4569014)"
373,Kliniken Dritter Orden - Standort Kinderklinik Passau,"Bischof-Altmann-Straße 9, 94032 Passau",Kliniken Dritter Orden - Standort Kinderklinik Passau EBZ Bischof-Altmann-Straße 9 94032 Passau,PICU Website,BY,Verfügbar,Verfügbar,Nicht verfügbar,20.03.2020 22:36,"(48.5664478, 13.4462192)"
374,Sankt Marien Krankenhaus Ratingen,"Werdener Strasse 3, 40878 Ratingen",Sankt Marien Krankenhaus Ratingen Anästhesie/Innere Werdener Strasse 3 40878 Ratingen,Intensivstation Website,NRW,Verfügbar,Verfügbar,Nicht verfügbar,21.03.2020 10:20,"(51.3002185, 6.8519458)"
375,Bethesda Krankenhaus Bergedorf,"Glindersweg 80, 21029 Hamburg",Bethesda Krankenhaus Bergedorf Klinik für Innere Medizin / Intensivmedizin Glindersweg 80 21029 Hamburg,Intensivstation Website,HH,Verfügbar,Begrenzt,Nicht verfügbar,21.03.2020 14:36,"(53.48594205, 10.23599811930438)"
376,Lungenklinik Hemer,"Theo-Funccius-Str. 1, 58675 Hemer",Lungenklinik Hemer Pneumologie Theo-Funccius-Str. 1 58675 Hemer,Website,NRW,Verfügbar,Verfügbar,Begrenzt,19.03.2020 08:15,"(51.39211275, 7.765818859497154)"
377,Gemeinschaftskrankenhaus Havelhöhe,"Kladower Damm 221, 14089 Berlin",Gemeinschaftskrankenhaus Havelhöhe Intensivmedizin/Intermediate Care Kladower Damm 221 14089 Berlin,1/2 Website,BE,Verfügbar,Verfügbar,Verfügbar,21.03.2020 16:29,"(52.4622327, 13.163991708031539)"
378,AGAPLESION DIAKONIE KLINIKEN KASSEL gGmbH,"Herkulesstrasse 34, 34119 Kassel",AGAPLESION DIAKONIE KLINIKEN KASSEL gGmbH Anästhesie und Intensivmedizin Herkulesstrasse 34 34119 Kassel,Intensivstation Website,HE,Verfügbar,Verfügbar,Ausgelastet,21.03.2020 11:33,"(51.3142792, 9.462712873685025)"
379,"Asklepiosklinik Wandsbek, Hamburg","Alphonsstrasse 14, 22043 Hamburg","Asklepiosklinik Wandsbek, Hamburg Anästhesiologie, Intensiv- und Notfallmedizin Alphonsstrasse 14 22043 Hamburg",Interdisz. Intensivstation B1-West Website,HH,Verfügbar,Verfügbar,Nicht verfügbar,20.03.2020 19:16,"(53.57013095, 10.088190168410788)"
380,Klinik Rotes Kreuz Frankfurt/ Main,"Königswarter-Str. 16, 60316 Frankfurt",Klinik Rotes Kreuz Frankfurt/ Main Kardiologie Königswarter-Str. 16 60316 Frankfurt,Intensivstation Website,HE,Verfügbar,Verfügbar,Ausgelastet,21.03.2020 11:41,"(50.1169888, 8.698545304710434)"
381,Klinikum Lichtenfels,"Prof.-Arneth-Str. 2b, 96215 Lichtenfels",Klinikum Lichtenfels Zentrum für Anästhesie und Intensivmedizin Prof.-Arneth-Str. 2b 96215 Lichtenfels,ICU/ IMC,BY,Begrenzt,Verfügbar,Ausgelastet,19.03.2020 13:28,"(50.1387853, 11.0831729)"
382,Ev. Waldkrankenhaus Spandau,"Stadtrandstrasse 555, 13589 Berlin",Ev. Waldkrankenhaus Spandau Klinik für Anästhesie und Interdisziplinäre Intensivmedizin Stadtrandstrasse 555 13589 Berlin,"14A, 14B Website",BE,Verfügbar,Verfügbar,Nicht verfügbar,20.03.2020 10:26,"(52.5629991, 13.1569429)"
383,Krankenhaus Rummelsberg GmbH Schwarzenbruck b. Nürnberg - Sana AG,"Rummelsberg 71, 90592 Schwarzenbruck",Krankenhaus Rummelsberg GmbH Schwarzenbruck b. Nürnberg - Sana AG Anästhesie Rummelsberg 71 90592 Schwarzenbruck,Intensivstation und Intermediate-Care Website,BY,Verfügbar,Verfügbar,Nicht verfügbar,21.03.2020 06:48,"(49.36192895, 11.263944062133291)"
384,Helios Hanseklinikum Stralsund,"Große Parower Straße 47-53, 18435 Stralsund","Helios Hanseklinikum Stralsund Anästhesiologie, Interdisziplinäre Intensivmedizin und Schmerztherapie Große Parower Straße 47-53 18435 Stralsund",Interdisziplinäre Intensivstation Website,MV,Verfügbar,Verfügbar,Verfügbar,21.03.2020 08:27,"(54.328730449999995, 13.08061936233285)"
385,Kliniken Beelitz GmbH / Fachkrankenhaus für Neurologische Frührehabilitation,"Paracelsusring 6a, 14547 Beelitz-Heilstätten",Kliniken Beelitz GmbH / Fachkrankenhaus für Neurologische Frührehabilitation Paracelsusring 6a 14547 Beelitz-Heilstätten,Beatmungsstation FW Website,BB,Ausgelastet,Begrenzt,Nicht verfügbar,19.03.2020 14:48,"(52.2675111, 12.924406)"
386,Klinikum Heidenheim,"Schlosshaustraße 100, 89522 Heidenheim","Klinikum Heidenheim Anästhesie, Med. Klinik II Schlosshaustraße 100 89522 Heidenheim","ZFI, Station C3 Website",BW,Verfügbar,Verfügbar,Nicht verfügbar,20.03.2020 11:17,"(48.6722184, 10.1406)"
387,SRH Zentralklinikum Suhl,"Albert Schweitzer Str. 2, 98527 Suhl",SRH Zentralklinikum Suhl Anästhesie und Intensivmedizin Albert Schweitzer Str. 2 98527 Suhl,S44 Intensiv Website,TH,Verfügbar,Verfügbar,Nicht verfügbar,21.03.2020 12:43,"(50.6024675, 10.709924066457784)"
388,Helios Klinikum Gifhorn,"Campus 6, 38518 Gifhorn","Helios Klinikum Gifhorn Klinik für Anästhesie, operat. Intensiv-und Rettungsmedizin Campus 6 38518 Gifhorn",1.4 (Intensiv),NI,Begrenzt,Verfügbar,Ausgelastet,18.03.2020 10:45,"(52.497115, 10.548373907518798)"
389,Helios Klinikum Salzgitter,"Kattowitzer Str. 191, 38226 Salzgitter",Helios Klinikum Salzgitter Klinik für Intensiv- & Notfallmedizin Kattowitzer Str. 191 38226 Salzgitter,Intensiv- und Überwachungsstation Website,NI,Verfügbar,Begrenzt,Ausgelastet,20.03.2020 21:33,"(52.15454285, 10.318241748242976)"
390,ELBLAND Reha- und Präventions-GmbH,"Am Bobersberg 4, 1558 Großenhain",ELBLAND Reha- und Präventions-GmbH Am Bobersberg 4 1558 Großenhain,Beatmungsstation 4a Website,SN,Ausgelastet,Begrenzt,Nicht verfügbar,19.03.2020 14:50,"(51.2876332, 13.5392497)"
391,Klinikum Ibbenbüren,"Große Str. 41, 49477 Ibbenbüren",Klinikum Ibbenbüren Anästhesie Große Str. 41 49477 Ibbenbüren,operative Intensiv Website,NRW,Ausgelastet,Begrenzt,Verfügbar,21.03.2020 12:40,"(52.278348699999995, 7.713875330803585)"
392,Evangelisches Diakoniekrankenhaus Freiburg,"Wirthstr. 11, 79110 Freiburg",Evangelisches Diakoniekrankenhaus Freiburg Anästhesie Wirthstr. 11 79110 Freiburg,Interdisziplinäre Intensivstation Website,BW,Verfügbar,Verfügbar,Nicht verfügbar,18.03.2020 17:20,"(48.0239007, 7.815719812746221)"
393,Diakonieklinikum Neunkirchen,"Brunnenstrasse 20, 66538 Neunkirchen",Diakonieklinikum Neunkirchen Anästhesie und Intensivmedizin Brunnenstrasse 20 66538 Neunkirchen,interdisziplinäre Intensivstation,SL,Begrenzt,Begrenzt,Ausgelastet,19.03.2020 12:32,"(49.3409199, 7.1827367)"
394,AGAPLESION Ev. Bathildiskrankenhaus,"Maulbeerallee 4, 31812 Bad Pyrmont",AGAPLESION Ev. Bathildiskrankenhaus Maulbeerallee 4 31812 Bad Pyrmont,Interdisziplinäre Intensivstation Website,NI,Verfügbar,Verfügbar,Ausgelastet,20.03.2020 07:13,"(51.9852832, 9.273853662480128)"
395,St. Anna Krankenhaus,"Krankenhausstraße 16, 92237 Sulzbach-Rosenberg",St. Anna Krankenhaus Krankenhausstraße 16 92237 Sulzbach-Rosenberg,Intensivstation Website,BY,Ausgelastet,Begrenzt,Ausgelastet,21.03.2020 07:55,"(49.505006800000004, 11.729816253626677)"
396,Sana Kliniken Duisburg,"Zu den Rehwiesen 9-11, 47055 Duisburg",Sana Kliniken Duisburg Anästhesie Zu den Rehwiesen 9-11 47055 Duisburg,A13/A11 Website,NRW,Begrenzt,Verfügbar,Nicht verfügbar,21.03.2020 11:09,"(51.39692295, 6.7834579723641015)"
397,Kreiskrankenhaus Grünstadt,"Westring 55, 67269 Grünstadt",Kreiskrankenhaus Grünstadt Interdisziplinär Westring 55 67269 Grünstadt,Intensivstation Website,RP,Verfügbar,Verfügbar,Nicht verfügbar,21.03.2020 09:03,"(49.5637576, 8.157830507901597)"
398,Sanakrankenhaus Bad Doberan,"Am Waldrand 1, 18209 Hohenfelde",Sanakrankenhaus Bad Doberan Anästhesiologie und Intensivztherapie Am Waldrand 1 18209 Hohenfelde,Intensivtherapiestation Website,MV,Begrenzt,Verfügbar,Ausgelastet,20.03.2020 06:36,"(54.0908908, 11.905882857869853)"
399,Katholisches Kinderkrankenhaus Wilhelmstift,"Liliencronstr. 130, 22149 Hamburg","Katholisches Kinderkrankenhaus Wilhelmstift Neonatologie, Pädiatrische Intensivmedizin und Schwerbrandverletzte Liliencronstr. 130 22149 Hamburg",S1 Website,HH,Verfügbar,Verfügbar,Nicht verfügbar,20.03.2020 11:50,"(53.5865317, 10.16462162567128)"
400,DRK Kinderklinik,"Wellersberg Str. 60, 57072 Siegen",DRK Kinderklinik Neonatologie/Päd Intensiv Wellersberg Str. 60 57072 Siegen,Intensiv 1 Website,NRW,Verfügbar,Verfügbar,Nicht verfügbar,17.03.2020 20:14,"(50.88433135, 8.020077380832554)"
401,Immanuel Klinikum Bernau Herzzentrum Brandenburg,"Ladeburger Str. 17, 16321 Bernau bei Berlin","Immanuel Klinikum Bernau Herzzentrum Brandenburg Anästhesiologie, Intensivmedizin und Schmerztherapie Ladeburger Str. 17 16321 Bernau bei Berlin",Intensivstation Website,BB,Verfügbar,Verfügbar,Verfügbar,21.03.2020 13:41,"(None, None)"
402,St. Marienhospital Vechta gGmbH,"Marienstraße 6-8, 49377 Vechta",St. Marienhospital Vechta gGmbH Abteilung für Anästhesie und Intensivmedizin Marienstraße 6-8 49377 Vechta,Interdisziplinäre Intensivstation Website,NI,Verfügbar,Verfügbar,Ausgelastet,17.03.2020 18:41,"(52.72559065, 8.287082635795453)"
403,St. Marienhospital Vechta gGmbH,"Marienstraße 6-8, 49377 Vechta",St. Marienhospital Vechta gGmbH Abteilung für Anästhesie und Intensivmedizin Marienstraße 6-8 49377 Vechta,Interdisziplinäre Intensivstation Website,NI,Verfügbar,Verfügbar,Nicht verfügbar,21.03.2020 08:04,"(52.72559065, 8.287082635795453)"
404,Gesundheitszentrum Glantal,"Liebfrauenberg 32, 55590 Meisenheim",Gesundheitszentrum Glantal interdisziplinär Liebfrauenberg 32 55590 Meisenheim,IMC Website,RP,Verfügbar,Ausgelastet,Ausgelastet,21.03.2020 14:31,"(49.70656755, 7.67681647838271)"
405,Prosper-Hospital Recklinghausen Proselis Stiftungsklinik,"Mühlenstr. 27, 45659 Recklinghausen",Prosper-Hospital Recklinghausen Proselis Stiftungsklinik Kardiologie/Pneumologie Mühlenstr. 27 45659 Recklinghausen,Intensiv Website,NRW,Ausgelastet,Verfügbar,Ausgelastet,19.03.2020 20:54,"(51.60635205, 7.192372807022677)"
406,Asklepios Fachkliniken Teupitz und Lübben,"Buchholzer Str. 21, 15755 Teupitz",Asklepios Fachkliniken Teupitz und Lübben Buchholzer Str. 21 15755 Teupitz,ITS-Teupitz und Weaning-Lübben Website,BB,Begrenzt,Verfügbar,Ausgelastet,20.03.2020 13:31,"(52.1284131, 13.6273526)"
407,"Martin Luther Krankenhaus, Berlin","Caspar-Theyß-Straße 27-31, 14193 Berlin","Martin Luther Krankenhaus, Berlin Anästhesie, Intensivmedizin, Schmerztherapie Caspar-Theyß-Straße 27-31 14193 Berlin",Intensivstation Website,BE,Verfügbar,Verfügbar,Verfügbar,21.03.2020 11:42,"(52.4900806, 13.290853837190713)"
408,BG Klinik Tübingen,"Schnarrenbergstrasse 95, 72076 Tübingen","BG Klinik Tübingen Abteilung für Anästhesie, Intensivmedizin und Schmerztherapie Schnarrenbergstrasse 95 72076 Tübingen",Website,BW,Verfügbar,Verfügbar,Ausgelastet,20.03.2020 15:41,"(48.533519049999995, 9.034562908830516)"
409,GRN-Klinik Weinheim,"Röntgenstr. 1a, 69469 Weinheim",GRN-Klinik Weinheim Anästhesie und Intensivmedizin Röntgenstr. 1a 69469 Weinheim,Intensivstation Website,BW,Begrenzt,Begrenzt,Nicht verfügbar,20.03.2020 16:19,"(49.5486865, 8.6463973)"
410,Klinikum rechts der Isar der TU München Klinik für Anästhesiologie und Intensivmedizin,"Ismaninger Str. 22, 81675 München",Klinikum rechts der Isar der TU München Klinik für Anästhesiologie und Intensivmedizin Klinik für Anästhesiologie und Intensivmedizin Ismaninger Str. 22 81675 München,Website,BY,Begrenzt,Begrenzt,Begrenzt,20.03.2020 09:08,"(48.1361359, 11.6019993)"
411,Lungenklinik Neustadt,"Badestrasse 23, 99768 Harztor OT Neustadt",Lungenklinik Neustadt Abteilung für Internistische Intensivmedizin Badestrasse 23 99768 Harztor OT Neustadt,ITS und Weaningstation,TH,Verfügbar,Verfügbar,Begrenzt,17.03.2020 16:51,"(None, None)"
412,Pius-Hospital Oldenburg,"Georgstrasse 12, 26121 Oldenburg",Pius-Hospital Oldenburg Klinik für Anästhesie und interdisziplinäre Intensivmedizin Georgstrasse 12 26121 Oldenburg,Interdisziplinäre Intensivstation Website,NI,Verfügbar,Verfügbar,Nicht verfügbar,20.03.2020 16:29,"(53.1434297, 8.2100782)"
413,St.-Antonius-Hospital gGmbH Eschweiler,"Dechant-Deckers-Str. 8, 52249 Eschweiler",St.-Antonius-Hospital gGmbH Eschweiler Innere und Anästhesie Dechant-Deckers-Str. 8 52249 Eschweiler,Interdisziplinäre Intensivstation Website,NRW,Verfügbar,Verfügbar,Nicht verfügbar,20.03.2020 18:50,"(50.818445249999996, 6.2642564634721305)"
414,Evangelisches Krankenhaus Oldenburg,"Steinweg 13-17, 26122 Oldenburg",Evangelisches Krankenhaus Oldenburg Klinik für Innere Medizin und Internistische Intensivmedizin Steinweg 13-17 26122 Oldenburg,Station 28 Website,NI,Verfügbar,Verfügbar,Verfügbar,21.03.2020 09:21,"(53.1426889, 8.2050754)"
